"persoonsgebonden_nummer";"inschrijvingsjaar";"opleidingsvorm";"eerste_jaar_aan_deze_instelling";"eerste_jaar_in_het_hoger_onderwijs";"eerste_jaar_aan_deze_opleiding_instelling";"diplomajaar_hoogste_vooropleiding";"geslacht";"leeftijd_per_peildatum_1_oktober";"postcodecijfers_student_op_1_oktober";"soort_inschrijving_continu_hoger_onderwijs";"indicatie_eerstejaars_continu_type_ho_binnen_ho";"datum_inschrijving";"opleidingscode_naam_opleiding";"hoogste_vooropleiding_omschrijving_vooropleiding"
105123;2022;"voltijd";2016;2016;2022;"2002";"vrouw";26;"3769";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"wo-on/ma gezondheidszorg"
105128;2016;"voltijd";2015;2015;2015;"2011";"man";17;"1111";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
105149;2022;"voltijd";2015;2015;2021;"2005";"vrouw";27;"1019";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"hbo-ba techniek"
105188;2019;"voltijd";2016;2016;2017;"2016";"vrouw";20;"1105";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"B Tandheelkunde";"wo-ba natuur"
105213;2014;"voltijd";2012;2007;2012;"2018";"vrouw";25;"1967";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"B Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
105213;2018;"voltijd";2012;2007;2016;"2010";"vrouw";29;"1012";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"M Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
105245;2015;"voltijd";2015;2015;2015;"2008";"vrouw";17;"1096";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105245;2016;"voltijd";2015;2015;2015;"2008";"vrouw";17;"1096";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105257;2020;"voltijd";2015;2015;2019;"2016";"vrouw";24;"1058";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"wo-ba gezondheidszorg"
105257;2023;"voltijd";2015;2015;2019;"2016";"vrouw";27;"1058";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20230901;"M Tandheelkunde";"wo-ba gezondheidszorg"
105278;2018;"voltijd";2015;2015;2018;"2019";"vrouw";23;"3481";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190301;"M Tandheelkunde";"wo-ba natuur"
105349;2016;"voltijd";2015;2015;2016;"2007";"man";19;"1406";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
105349;2017;"voltijd";2015;2015;2016;"2007";"man";19;"1406";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
105349;2019;"voltijd";2015;2015;2019;"2015";"man";22;"1601";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt WEL voor bij een andere inschrijving van de betreffende student) (onechte neveninschrijving)";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20200501;"M Tandheelkunde";"wo-ba gezondheidszorg"
105349;2021;"voltijd";2015;2015;2019;"2015";"man";24;"1601";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"wo-ba gezondheidszorg"
105351;2021;"voltijd";2020;2015;2021;"2005";"man";25;"3524";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
105373;2019;"voltijd";2015;2015;2019;"2007";"vrouw";21;"1073";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200201;"M Tandheelkunde";"wo-ba taal en cultuur"
105373;2021;"voltijd";2015;2015;2019;"2007";"vrouw";23;"1073";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"wo-ba taal en cultuur"
105373;2022;"voltijd";2015;2015;2019;"2007";"vrouw";24;"1073";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"wo-ba taal en cultuur"
105392;2016;"voltijd";2015;2015;2015;"2018";"vrouw";18;"1034";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105401;2017;"voltijd";2016;2016;2016;"1996";"vrouw";18;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo algemeen"
105401;2019;"voltijd";2016;2016;2019;"2001";"vrouw";20;"1326";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"M Tandheelkunde";"vwo algemeen"
105401;2020;"voltijd";2016;2016;2019;"2001";"vrouw";20;"1326";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"M Tandheelkunde";"vwo algemeen"
105403;2017;"voltijd";2016;2016;2016;"2009";"vrouw";21;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105403;2018;"voltijd";2016;2016;2016;"2009";"vrouw";22;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105406;2022;"voltijd";2022;2019;2022;"1997";"vrouw";23;"1053";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende neveninschrijving (d.w.z. soort inschrijving continu hoger onderwijs = 2 (of 7 of B))";20220901;"B Tandheelkunde";"vwo algemeen"
105406;2023;"voltijd";2022;2019;2022;"1997";"vrouw";23;"1053";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende neveninschrijving (d.w.z. soort inschrijving continu hoger onderwijs = 2 (of 7 of B))";20220901;"B Tandheelkunde";"vwo algemeen"
105422;2016;"voltijd";2015;2015;2015;"2013";"vrouw";20;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105497;2015;"voltijd";2015;2015;2015;"2014";"vrouw";20;"1423";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105497;2016;"voltijd";2015;2015;2015;"2014";"vrouw";20;"1423";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105497;2018;"voltijd";2015;2015;2015;"2014";"vrouw";23;"1423";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105497;2019;"voltijd";2015;2015;2019;"2006";"vrouw";24;"1055";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt WEL voor bij een andere inschrijving van de betreffende student) (onechte neveninschrijving)";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20200601;"M Tandheelkunde";"hbo-ba economie"
105497;2020;"voltijd";2015;2015;2019;"2006";"vrouw";24;"1055";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt WEL voor bij een andere inschrijving van de betreffende student) (onechte neveninschrijving)";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20200601;"M Tandheelkunde";"hbo-ba economie"
105512;2016;"voltijd";2016;2016;2016;"2009";"man";21;"1447";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
105515;2017;"voltijd";2015;2015;2015;"2020";"vrouw";19;"1325";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105515;2019;"voltijd";2015;2015;2018;"2019";"vrouw";21;"1075";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"M Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
105538;2016;"voltijd";2015;2015;2015;"2005";"man";19;"1060";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105538;2019;"voltijd";2015;2015;2018;"2009";"man";22;"3161";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt WEL voor bij een andere inschrijving van de betreffende student) (onechte neveninschrijving)";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20200501;"M Tandheelkunde";"hbo-ba economie"
105538;2021;"voltijd";2015;2015;2018;"2009";"man";24;"3161";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"hbo-ba economie"
105558;2015;"voltijd";2015;2015;2015;"2006";"vrouw";17;"1106";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105558;2016;"voltijd";2015;2015;2015;"2006";"vrouw";17;"1106";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105573;2019;"voltijd";2015;2010;2018;"2015";"vrouw";25;"1078";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt WEL voor bij een andere inschrijving van de betreffende student) (onechte neveninschrijving)";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20200701;"M Tandheelkunde";"hbo-ba techniek"
105574;2015;"voltijd";2015;2015;2015;"2018";"man";20;"1313";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105574;2016;"voltijd";2015;2015;2015;"2018";"man";20;"1313";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105591;2015;"voltijd";2015;2015;2015;"1998";"vrouw";19;"1171";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"wo-p taal en cultuur"
105591;2016;"voltijd";2015;2015;2015;"1998";"vrouw";19;"1171";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"wo-p taal en cultuur"
105591;2020;"voltijd";2015;2015;2018;"2000";"vrouw";24;"3581";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"vwo algemeen"
105596;2016;"voltijd";2016;2016;2016;"2018";"vrouw";19;"2182";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
105596;2017;"voltijd";2016;2016;2016;"2018";"vrouw";19;"2182";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
105596;2018;"voltijd";2016;2016;2016;"2018";"vrouw";21;"2182";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
105625;2023;"voltijd";2016;2016;2021;"2017";"man";26;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20230901;"M Tandheelkunde";"hbo-ba gezondheidszorg"
105648;2016;"voltijd";2016;2016;2016;"1997";"vrouw";19;"1441";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo algemeen"
105648;2017;"voltijd";2016;2016;2016;"1997";"vrouw";19;"1441";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo algemeen"
105669;2015;"voltijd";2014;2014;2014;"1997";"vrouw";21;"2311";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"wo-p gezondheidszorg"
105706;2012;"voltijd";2005;2005;2009;"2010";"man";26;"1094";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"M Tandheelkunde";"wo-ba recht"
105715;2019;"voltijd";2015;2015;2019;"2020";"vrouw";24;"1072";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200301;"M Tandheelkunde";"hbo-ba economie"
105721;2019;"voltijd";2016;2016;2016;"2022";"man";21;"1061";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"B Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
105765;2015;"voltijd";2015;2015;2015;"2021";"man";17;"1934";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105765;2016;"voltijd";2015;2015;2015;"2021";"man";17;"1934";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105765;2017;"voltijd";2015;2015;2015;"2021";"man";19;"1934";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105773;2015;"voltijd";2015;2015;2015;"2019";"vrouw";20;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105773;2016;"voltijd";2015;2015;2015;"2019";"vrouw";20;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105779;2018;"voltijd";2015;2015;2016;"2018";"vrouw";21;"7721";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
105802;2015;"voltijd";2015;2015;2015;"1998";"vrouw";18;"1943";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"wo-p gezondheidszorg"
105802;2016;"voltijd";2015;2015;2015;"1998";"vrouw";18;"1943";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"wo-p gezondheidszorg"
105802;2017;"voltijd";2015;2015;2015;"1998";"vrouw";20;"1943";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"wo-p gezondheidszorg"
105824;2017;"voltijd";2016;2016;2016;"2018";"vrouw";20;"1054";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
105824;2021;"voltijd";2016;2016;2019;"2012";"vrouw";24;"2037";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"wo-on/ma gedrag en maatschappij"
105828;2018;"voltijd";2015;2015;2018;"2011";"vrouw";23;"1055";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190701;"M Tandheelkunde";"wo-p recht"
105856;2021;"voltijd";2021;2015;2021;"2008";"man";25;"1186";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20211001;"M Tandheelkunde";"hbo-ba gedrag en maatschappij"
105895;2016;"voltijd";2016;2016;2016;"1998";"vrouw";19;"2131";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"wo-p economie"
105895;2017;"voltijd";2016;2016;2016;"1998";"vrouw";19;"2131";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"wo-p economie"
105895;2018;"voltijd";2016;2016;2016;"1998";"vrouw";21;"2131";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"B Tandheelkunde";"wo-p economie"
105895;2021;"voltijd";2016;2016;2020;"2003";"vrouw";24;"8331";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"wo-ba recht"
105895;2022;"voltijd";2016;2016;2020;"2003";"vrouw";25;"8331";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"wo-ba recht"
