"persoonsgebonden_nummer";"gemiddeld_cijfer_cijferlijst";"afkorting_vak";"cijfer_schoolexamen";"cijfer_eerste_centraal_examen"
80311;66;"fatl";57;53
80311;66;"biol";80;0
80311;66;"maat";57;52
80311;66;"ckv";NA;0
80311;66;"nat";80;0
80311;66;"wisB";78;76
80311;66;"schk";70;0
80311;66;"RT3F";NA;0
74916;65;"m&o";61;66
74916;65;"lo";NA;0
74916;65;"netl";75;54
74916;65;"entl";73;0
74916;65;"maat";61;69
74916;65;"ckv";NA;0
74916;65;"ges";72;59
74916;65;"econ";64;0
74916;65;"wisA";74;65
74916;65;"bsm";71;68
74916;65;"gds";62;0
74916;65;"msst";NA;0
74916;65;"RT3F";NA;0
46778;71;"ak";59;70
46778;71;"te";74;59
46778;71;"anw";80;78
46778;71;"lo";NA;0
46778;71;"netl";84;79
46778;71;"entl";74;61
46778;71;"fatl";80;0
46778;71;"dutl";60;53
46778;71;"maat";68;63
46778;71;"ckv";NA;0
46778;71;"ges";65;70
46778;71;"wisA";70;0
46778;71;"RT3F";NA;0
56699;64;"ak";58;69
56699;64;"anw";70;45
56699;64;"lo";NA;0
56699;64;"netl";72;56
56699;64;"entl";70;0
56699;64;"dutl";60;0
56699;64;"maat";64;68
56699;64;"ges";67;74
56699;64;"econ";60;61
56699;64;"wisA";67;66
56699;64;"lakc";69;55
56699;64;"RT3F";NA;0
52945;62;"ak";63;60
52945;62;"anw";56;47
52945;62;"lo";NA;0
52945;62;"netl";62;73
52945;62;"entl";61;68
52945;62;"fatl";59;68
52945;62;"biol";62;60
52945;62;"maat";67;0
52945;62;"ckv";NA;0
52945;62;"econ";61;57
52945;62;"wisA";66;0
52945;62;"schk";59;62
52945;62;"RT3F";NA;0
27317;70;"anw";66;68
27317;70;"lo";NA;0
27317;70;"entl";60;0
27317;70;"fatl";91;93
27317;70;"maat";60;0
27317;70;"ckv";NA;0
27317;70;"econ";85;0
27317;70;"nat";66;70
27317;70;"wisB";79;86
27317;70;"wisD";55;52
27317;70;"schk";70;0
27317;70;"lit";64;70
27317;70;"nezl";63;60
89956;72;"ak";71;76
89956;72;"m&o";83;75
89956;72;"anw";70;0
89956;72;"lo";NA;0
89956;72;"netl";70;59
89956;72;"entl";68;76
89956;72;"dutl";84;78
89956;72;"maat";72;73
89956;72;"ckv";NA;0
89956;72;"ges";70;0
89956;72;"econ";69;61
89956;72;"wisA";68;80
89956;72;"RT3F";NA;0
111332;62;"ak";70;0
111332;62;"lo";NA;0
111332;62;"netl";65;62
111332;62;"entl";71;54
111332;62;"fatl";64;58
111332;62;"maat";72;73
111332;62;"ckv";NA;0
111332;62;"ges";52;57
111332;62;"kubv";57;56
111332;62;"maw";71;60
111332;62;"RT3F";NA;0
121871;63;"m&o";60;60
121871;63;"lo";NA;0
121871;63;"netl";57;63
121871;63;"entl";66;69
121871;63;"dutl";66;62
121871;63;"maat";62;0
121871;63;"ckv";NA;0
121871;63;"ges";67;54
121871;63;"econ";70;71
121871;63;"wisA";66;68
121871;63;"rkt";NA;0
115032;65;"ak";68;66
115032;65;"anw";64;61
115032;65;"lo";NA;0
115032;65;"netl";74;39
115032;65;"entl";69;0
115032;65;"dutl";71;70
115032;65;"maat";69;58
115032;65;"ckv";NA;0
115032;65;"ges";71;74
115032;65;"econ";62;52
115032;65;"wisA";68;57
115032;65;"maw";65;0
115032;65;"RT3F";NA;0
132767;83;"lo";NA;0
132767;83;"netl";98;0
132767;83;"entl";63;60
132767;83;"maat";80;88
132767;83;"ckv";NA;0
132767;83;"econ";67;0
132767;83;"nat";85;78
132767;83;"wisB";84;91
132767;83;"wisD";86;91
132767;83;"schk";99;98
132767;83;"RT3F";NA;0
133537;60;"anw";70;0
133537;60;"lo";NA;0
133537;60;"netl";54;63
133537;60;"entl";58;64
133537;60;"dutl";54;59
133537;60;"biol";60;63
133537;60;"maat";55;40
133537;60;"ckv";NA;0
133537;60;"econ";51;45
133537;60;"nat";54;57
133537;60;"wisA";55;58
133537;60;"schk";62;0
133537;60;"RT3F";NA;0
95882;70;"anw";67;61
95882;70;"fi";63;63
95882;70;"lo";NA;0
95882;70;"netl";63;71
95882;70;"entl";77;79
95882;70;"fatl";72;51
95882;70;"dutl";70;0
95882;70;"maat";77;66
95882;70;"ckv";NA;0
95882;70;"ges";70;0
95882;70;"econ";76;60
95882;70;"wisA";80;0
95882;70;"lv";77;82
95882;70;"RT3F";NA;0
56640;66;"ak";72;66
56640;66;"anw";73;67
56640;66;"lo";NA;0
56640;66;"kcv";59;56
56640;66;"netl";64;68
56640;66;"entl";60;68
56640;66;"latl";65;73
56640;66;"biol";70;0
56640;66;"maat";54;67
56640;66;"wisA";70;0
56640;66;"schk";70;0
56640;66;"kubv";63;57
56640;66;"lv";60;0
56640;66;"RT3F";NA;0
122675;69;"anw";75;0
122675;69;"lo";NA;0
122675;69;"netl";73;76
122675;69;"entl";84;0
122675;69;"fatl";53;47
122675;69;"dutl";61;70
122675;69;"biol";70;52
122675;69;"maat";67;65
122675;69;"ckv";NA;0
122675;69;"nat";64;53
122675;69;"wisA";70;74
122675;69;"schk";84;0
122675;69;"gds";72;73
122675;69;"RT3F";NA;0
113014;62;"ak";61;55
113014;62;"anw";65;60
113014;62;"lo";NA;0
113014;62;"netl";57;49
113014;62;"entl";60;0
113014;62;"fatl";66;70
113014;62;"dutl";60;0
113014;62;"maat";66;74
113014;62;"ges";58;46
113014;62;"econ";63;79
113014;62;"wisB";62;76
113014;62;"lakc";68;76
113014;62;"RT3F";NA;0
112858;68;"anw";70;61
112858;68;"lo";NA;0
112858;68;"netl";67;70
112858;68;"entl";60;0
112858;68;"dutl";NA;0
112858;68;"biol";66;69
112858;68;"maat";62;68
112858;68;"ckv";NA;0
112858;68;"econ";70;0
112858;68;"nat";68;65
112858;68;"wisB";61;67
112858;68;"schk";70;0
112858;68;"nlt";69;73
112858;68;"RT3F";NA;0
105895;61;"m&o";61;66
105895;61;"anw";59;58
105895;61;"lo";NA;0
105895;61;"netl";65;57
105895;61;"entl";60;0
105895;61;"dutl";61;53
105895;61;"maat";46;64
105895;61;"ckv";NA;0
105895;61;"ges";70;0
105895;61;"econ";63;63
105895;61;"wisB";59;63
105895;61;"maw";56;60
105895;61;"RT3F";NA;0
75408;70;"m&o";77;70
75408;70;"anw";74;57
75408;70;"lo";NA;0
75408;70;"netl";70;0
75408;70;"entl";67;65
75408;70;"dutl";68;70
75408;70;"biol";70;0
75408;70;"maat";70;0
75408;70;"ckv";NA;0
75408;70;"nat";76;73
75408;70;"wisB";65;71
75408;70;"schk";62;59
75408;70;"gds";83;96
75408;70;"RT3F";NA;0
150666;64;"ak";70;0
150666;64;"in";68;61
150666;64;"lo";NA;0
150666;64;"netl";64;66
150666;64;"entl";57;54
150666;64;"dutl";NA;0
150666;64;"biol";67;67
150666;64;"maat";65;56
150666;64;"ckv";NA;0
150666;64;"nat";61;56
150666;64;"wisB";62;84
150666;64;"schk";68;62
150666;64;"lv";64;63
150666;64;"RT3F";NA;0
150666;68;"in";68;61
150666;68;"lo";NA;0
150666;68;"netl";64;66
150666;68;"entl";57;54
150666;68;"biol";67;67
150666;68;"maat";65;56
150666;68;"ckv";NA;0
150666;68;"nat";61;56
150666;68;"wisB";62;84
150666;68;"schk";68;62
150666;68;"lv";64;63
150666;68;"RT3F";NA;0
34200;63;"m&o";60;0
34200;63;"te";76;76
34200;63;"anw";60;57
34200;63;"lo";NA;0
34200;63;"netl";68;66
34200;63;"entl";61;64
34200;63;"dutl";71;77
34200;63;"maat";60;0
34200;63;"ckv";NA;0
34200;63;"ges";59;54
34200;63;"econ";62;60
34200;63;"wisA";55;51
338;75;"ak";77;0
338;75;"lo";NA;0
338;75;"netl";72;61
338;75;"entl";77;77
338;75;"dutl";61;64
338;75;"maat";76;84
338;75;"ckv";NA;0
338;75;"ges";74;86
338;75;"econ";69;89
338;75;"wisA";67;64
338;75;"RT3F";NA;0
120152;72;"lo";NA;0
120152;72;"netl";78;94
120152;72;"entl";68;81
120152;72;"biol";70;0
120152;72;"maat";69;66
120152;72;"ckv";NA;0
120152;72;"nat";78;80
120152;72;"wisB";66;66
120152;72;"schk";60;0
120152;72;"bsm";73;58
120152;72;"rkt";NA;0
59142;73;"ak";73;84
59142;73;"te";72;0
59142;73;"lo";NA;0
59142;73;"netl";76;74
59142;73;"entl";69;78
59142;73;"maat";74;0
59142;73;"ckv";NA;0
59142;73;"ges";68;82
59142;73;"econ";68;76
59142;73;"wisA";68;75
59142;73;"lv";55;76
59142;73;"RT3F";NA;0
111077;70;"ak";72;65
111077;70;"anw";74;0
111077;70;"lo";NA;0
111077;70;"netl";73;68
111077;70;"entl";65;56
111077;70;"fatl";61;64
111077;70;"dutl";72;0
111077;70;"maat";79;80
111077;70;"ckv";NA;0
111077;70;"ges";80;0
111077;70;"econ";65;67
111077;70;"wisA";74;75
111077;70;"gds";69;73
111077;70;"RT3F";NA;0
101822;64;"anw";74;58
101822;64;"lo";NA;0
101822;64;"netl";69;51
101822;64;"entl";60;0
101822;64;"fatl";59;49
101822;64;"maat";80;0
101822;64;"ckv";NA;0
101822;64;"ges";62;51
101822;64;"econ";70;53
101822;64;"wisC";64;58
101822;64;"kubv";58;37
101822;64;"maw";80;0
101822;64;"lv";73;66
103210;66;"in";67;70
103210;66;"anw";70;0
103210;66;"fi";63;62
103210;66;"lo";NA;0
103210;66;"netl";80;0
103210;66;"entl";57;53
103210;66;"fatl";65;74
103210;66;"maat";61;40
103210;66;"ckv";NA;0
103210;66;"ges";71;56
103210;66;"econ";70;0
103210;66;"wisA";68;64
103210;66;"RT3F";NA;0
92545;65;"anw";80;0
92545;65;"lo";NA;0
92545;65;"netl";58;54
92545;65;"entl";72;52
92545;65;"fatl";65;78
92545;65;"biol";59;58
92545;65;"maat";61;61
92545;65;"nat";62;67
92545;65;"wisB";62;54
92545;65;"schk";70;0
92545;65;"lakc";72;73
92545;65;"RT3F";NA;0
73513;80;"ak";71;82
73513;80;"lo";NA;0
73513;80;"netl";67;71
73513;80;"entl";93;91
73513;80;"dutl";80;0
73513;80;"maat";66;89
73513;80;"ckv";NA;0
73513;80;"ges";75;81
73513;80;"econ";78;72
73513;80;"wisA";80;0
73513;80;"lv";75;80
73513;80;"rkt";NA;0
36314;77;"anw";66;72
36314;77;"lo";NA;0
36314;77;"netl";67;66
36314;77;"entl";70;82
36314;77;"sptl";66;80
36314;77;"biol";75;0
36314;77;"maat";78;72
36314;77;"ckv";NA;0
36314;77;"econ";76;0
36314;77;"nat";75;80
36314;77;"wisB";81;91
36314;77;"schk";73;76
36314;77;"nlt";84;0
36314;77;"RT3F";NA;0
107503;68;"anw";NA;0
107503;68;"lo";NA;0
107503;68;"netl";80;0
107503;68;"entl";61;65
107503;68;"fatl";76;88
107503;68;"maat";73;75
107503;68;"ckv";NA;0
107503;68;"ges";69;63
107503;68;"econ";80;79
107503;68;"wisA";80;0
107503;68;"maw";73;68
107503;68;"bsm";69;63
107503;71;"lo";NA;0
107503;71;"netl";80;0
107503;71;"entl";61;65
107503;71;"fatl";76;88
107503;71;"maat";73;75
107503;71;"ckv";NA;0
107503;71;"ges";69;63
107503;71;"econ";80;79
107503;71;"wisA";80;0
107503;71;"maw";73;68
132973;65;"lo";NA;0
132973;65;"netl";59;66
132973;65;"entl";70;0
132973;65;"fatl";69;64
132973;65;"maat";62;59
132973;65;"ckv";NA;0
132973;65;"ges";69;64
132973;65;"econ";62;52
132973;65;"wisA";70;0
132973;65;"maw";57;60
132973;65;"lv";72;68
132973;65;"rkt";NA;0
95152;64;"ak";63;58
95152;64;"m&o";60;60
95152;64;"anw";56;72
95152;64;"lo";NA;0
95152;64;"netl";65;61
95152;64;"entl";60;0
95152;64;"fatl";65;75
95152;64;"maat";62;69
95152;64;"ckv";NA;0
95152;64;"ges";58;66
95152;64;"econ";69;72
95152;64;"wisA";70;0
95152;64;"gds";70;0
95152;64;"RT3F";NA;0
114799;62;"anw";70;0
114799;62;"lo";NA;0
114799;62;"netl";70;0
114799;62;"entl";59;60
114799;62;"fatl";66;62
114799;62;"biol";55;50
114799;62;"maat";61;68
114799;62;"ckv";NA;0
114799;62;"nat";66;59
114799;62;"wisB";53;72
114799;62;"schk";70;0
114799;62;"nlt";62;61
114799;62;"RT3F";NA;0
87854;72;"ne";68;0
87854;72;"fa1";77;0
87854;72;"du1";71;0
87854;72;"en";81;0
87854;72;"gs1";85;0
87854;72;"wb1";87;0
87854;72;"na1";68;51
87854;72;"sk1";69;57
87854;72;"bi12";73;66
87854;72;"anw";73;55
87854;72;"ma1";67;50
87854;72;"lo1";NA;0
87854;72;"lett";70;56
87854;72;"ckv1";NA;0
87854;72;"mu3";82;0
90686;83;"anw";86;97
90686;83;"lo";NA;0
90686;83;"kcv";76;75
90686;83;"netl";90;0
90686;83;"entl";96;93
90686;83;"fatl";80;83
90686;83;"latl";82;89
90686;83;"biol";80;0
90686;83;"maat";89;73
90686;83;"nat";80;0
90686;83;"wisB";82;57
90686;83;"schk";86;90
90686;83;"RT3F";NA;0
52829;62;"ak";67;66
52829;62;"m&o";70;0
52829;62;"lo";NA;0
52829;62;"maat";NA;0
52829;62;"ckv";NA;0
52829;62;"ges";64;68
52829;62;"econ";63;50
52829;62;"wisA";66;69
52829;62;"lit";50;0
52829;62;"nezl";54;71
52829;62;"enzl";66;66
52829;62;"duzl";80;62
52829;62;"RT3F";NA;0
52829;65;"ak";67;66
52829;65;"m&o";70;0
52829;65;"lo";NA;0
52829;65;"netl";63;77
52829;65;"entl";54;56
52829;65;"maat";43;36
52829;65;"ckv";NA;0
52829;65;"ges";64;68
52829;65;"econ";63;50
52829;65;"wisA";66;69
52829;65;"lit";50;0
52829;65;"RT3F";NA;0
154393;66;"lo";NA;0
154393;66;"netl";69;71
154393;66;"entl";70;77
154393;66;"dutl";80;0
154393;66;"s-e";52;73
154393;66;"biol";44;64
154393;66;"maat";65;79
154393;66;"ckv";NA;0
154393;66;"nat";65;88
154393;66;"wisB";70;0
154393;66;"schk";50;0
154393;66;"gds";47;64
154393;66;"RT3F";NA;0
113966;62;"ak";62;61
113966;62;"lo";NA;0
113966;62;"netl";65;62
113966;62;"entl";61;53
113966;62;"fatl";70;0
113966;62;"maat";62;66
113966;62;"ckv";NA;0
113966;62;"ges";56;49
113966;62;"econ";57;57
113966;62;"wisB";70;0
113966;62;"lv";60;80
113966;62;"RT3F";NA;0
110496;60;"m&o";58;54
110496;60;"anw";80;0
110496;60;"lo";NA;0
110496;60;"maat";58;54
110496;60;"ckv";NA;0
110496;60;"ges";56;66
110496;60;"econ";75;52
110496;60;"wisA";54;45
110496;60;"kumu";69;60
110496;60;"lit";62;60
110496;60;"nezl";60;0
110496;60;"enzl";60;0
110496;60;"duzl";66;56
110496;60;"RT3F";NA;0
121534;65;"te";59;63
121534;65;"anw";79;98
121534;65;"lo";NA;0
121534;65;"netl";61;55
121534;65;"entl";65;0
121534;65;"fatl";73;71
121534;65;"maat";66;59
121534;65;"ckv";NA;0
121534;65;"ges";61;51
121534;65;"econ";57;68
13400;73;"m&o";67;65
13400;73;"lo";NA;0
13400;73;"netl";70;61
13400;73;"entl";82;72
13400;73;"sptl";72;75
13400;73;"biol";74;56
13400;73;"maat";80;75
13400;73;"ckv";NA;0
13400;73;"nat";61;62
13400;73;"wisB";71;62
13400;73;"schk";90;0
13400;73;"RT3F";NA;0
102837;72;"anw";70;0
102837;72;"fi";80;69
102837;72;"lo";NA;0
102837;72;"netl";79;70
102837;72;"entl";65;56
102837;72;"dutl";71;63
102837;72;"maat";79;79
102837;72;"ckv";NA;0
102837;72;"ges";81;64
102837;72;"econ";72;72
102837;72;"wisA";80;0
102837;72;"maw";83;84
102837;72;"RT3F";NA;0
53126;61;"m&o";54;50
53126;61;"lo";NA;0
53126;61;"netl";69;0
53126;61;"entl";63;67
53126;61;"dutl";55;68
53126;61;"maat";67;55
53126;61;"ckv";NA;0
53126;61;"ges";57;50
53126;61;"econ";60;58
53126;61;"wisA";66;72
53126;61;"RT3F";NA;0
10886;69;"ak";67;58
10886;69;"anw";69;58
10886;69;"lo";NA;0
10886;69;"netl";84;73
10886;69;"entl";67;68
10886;69;"fatl";70;68
10886;69;"biol";65;0
10886;69;"maat";68;69
10886;69;"ckv";NA;0
10886;69;"nat";71;50
10886;69;"wisA";69;61
10886;69;"schk";81;0
10886;69;"RT3F";NA;0
106920;65;"in";62;0
106920;65;"anw";55;58
106920;65;"lo";NA;0
106920;65;"netl";55;66
106920;65;"entl";73;64
106920;65;"fatl";71;0
106920;65;"maat";50;57
106920;65;"ckv";NA;0
106920;65;"nat";66;65
106920;65;"wisB";75;83
106920;65;"schk";54;63
106920;65;"hndv";70;0
106920;65;"RT3F";NA;0
77262;70;"lo";NA;0
77262;70;"netl";68;67
77262;70;"entl";66;66
77262;70;"fatl";80;0
77262;70;"biol";65;55
77262;70;"maat";75;76
77262;70;"ckv";NA;0
77262;70;"econ";78;64
77262;70;"nat";66;75
77262;70;"wisA";73;59
77262;70;"schk";70;0
77262;70;"lv";62;57
77262;70;"RT3F";NA;0
13470;60;"m&o";58;60
13470;60;"anw";59;47
13470;60;"lo";NA;0
13470;60;"netl";64;53
13470;60;"entl";58;70
13470;60;"fatl";61;58
13470;60;"dutl";59;61
13470;60;"maat";70;0
13470;60;"ckv";NA;0
13470;60;"ges";60;0
13470;60;"econ";63;63
13470;60;"wisA";70;0
13470;60;"gds";63;55
13470;60;"RT3F";NA;0
128829;60;"mu";66;58
128829;60;"anw";72;0
128829;60;"lo";NA;0
128829;60;"netl";71;60
128829;60;"entl";55;56
128829;60;"dutl";61;83
128829;60;"biol";59;46
128829;60;"maat";60;45
128829;60;"ckv";NA;0
128829;60;"nat";68;57
128829;60;"wisB";63;0
128829;60;"schk";68;56
128829;60;"lv";62;0
128829;60;"RT3F";NA;0
79005;70;"ak";74;75
79005;70;"m&o";75;71
79005;70;"anw";73;55
79005;70;"lo";NA;0
79005;70;"netl";70;0
79005;70;"entl";76;64
79005;70;"dutl";67;66
79005;70;"maat";70;0
79005;70;"ckv";NA;0
79005;70;"ges";64;57
79005;70;"econ";82;69
79005;70;"wisA";70;0
79005;70;"gds";81;76
79005;70;"RT3F";NA;0
127682;62;"anw";67;65
127682;62;"lo";NA;0
127682;62;"netl";61;60
127682;62;"entl";61;64
127682;62;"sptl";62;0
127682;62;"maat";66;78
127682;62;"ckv";NA;0
127682;62;"ges";59;56
127682;62;"econ";59;52
127682;62;"wisA";65;0
127682;62;"maw";58;50
127682;62;"hndv";61;56
127682;62;"gds";65;0
127682;62;"RT3F";NA;0
161351;71;"anw";61;53
161351;71;"lo";NA;0
161351;71;"netl";77;56
161351;71;"entl";70;51
161351;71;"dutl";75;69
161351;71;"biol";72;65
161351;71;"maat";70;0
161351;71;"ckv";NA;0
161351;71;"econ";80;0
161351;71;"nat";71;74
161351;71;"wisB";70;71
161351;71;"schk";83;91
161351;71;"RT3F";NA;0
1066;61;"ak";55;61
1066;61;"lo";NA;0
1066;61;"netl";60;43
1066;61;"entl";60;65
1066;61;"biol";59;63
1066;61;"maat";70;0
1066;61;"ckv";NA;0
1066;61;"ges";59;72
1066;61;"econ";58;65
1066;61;"wisA";59;52
1066;61;"RT3F";NA;0
112545;66;"m&o";49;56
112545;66;"lo";NA;0
112545;66;"netl";46;67
112545;66;"entl";72;63
112545;66;"maat";71;69
112545;66;"ckv";NA;0
112545;66;"ges";70;0
112545;66;"econ";78;87
112545;66;"wisA";59;56
112545;66;"maw";69;76
112545;66;"RT3F";NA;0
5395;65;"m&o";61;49
5395;65;"anw";70;0
5395;65;"lo";NA;0
5395;65;"netl";60;63
5395;65;"entl";61;59
5395;65;"dutl";54;53
5395;65;"maat";68;76
5395;65;"ckv";NA;0
5395;65;"ges";80;0
5395;65;"econ";70;0
5395;65;"wisA";54;53
5395;65;"bsm";70;70
5395;65;"RT3F";NA;0
84918;63;"ak";65;64
84918;63;"lo";NA;0
84918;63;"netl";61;65
84918;63;"entl";68;66
84918;63;"dutl";65;64
84918;63;"maat";65;58
84918;63;"ckv";NA;0
84918;63;"ges";68;61
84918;63;"econ";61;66
84918;63;"wisA";75;0
84918;63;"RT3F";NA;0
59215;77;"ak";72;71
59215;77;"anw";73;86
59215;77;"lo";NA;0
59215;77;"netl";80;0
59215;77;"entl";87;75
59215;77;"sptl";74;62
59215;77;"biol";92;95
59215;77;"maat";81;83
59215;77;"nat";72;74
59215;77;"wisA";77;55
59215;77;"schk";80;79
59215;77;"ltc";80;0
59215;77;"RT3F";NA;0
67233;64;"m&o";66;82
67233;64;"anw";60;63
67233;64;"lo";NA;0
67233;64;"netl";60;0
67233;64;"entl";64;63
67233;64;"fatl";69;55
67233;64;"dutl";64;60
67233;64;"maat";65;66
67233;64;"ckv";NA;0
67233;64;"ges";64;79
67233;64;"econ";67;62
67233;64;"wisA";70;0
67233;64;"RT3F";NA;0
21691;63;"in";52;57
21691;63;"m&o";67;65
21691;63;"mu";78;0
21691;63;"lo";NA;0
21691;63;"netl";56;73
21691;63;"entl";57;82
21691;63;"dutl";60;50
21691;63;"maat";41;70
21691;63;"ckv";NA;0
21691;63;"nat";70;0
21691;63;"wisB";73;75
21691;63;"schk";63;57
21691;63;"lv";50;0
21691;63;"RT3F";NA;0
56118;65;"ak";70;75
56118;65;"anw";64;56
56118;65;"lo";NA;0
56118;65;"netl";63;71
56118;65;"entl";73;54
56118;65;"dutl";60;62
56118;65;"biol";66;50
56118;65;"maat";67;60
56118;65;"nat";70;0
56118;65;"wisB";67;74
56118;65;"schk";68;68
56118;65;"lakc";70;0
56118;65;"RT3F";NA;0
96950;75;"anw";80;0
96950;75;"lo";NA;0
96950;75;"netl";67;49
96950;75;"entl";86;77
96950;75;"fatl";64;60
96950;75;"biol";76;67
96950;75;"maat";79;82
96950;75;"ckv";NA;0
96950;75;"econ";71;70
96950;75;"nat";78;80
96950;75;"wisB";79;96
96950;75;"schk";80;0
96950;75;"RT3F";NA;0
59685;65;"anw";60;0
59685;65;"lo";NA;0
59685;65;"netl";65;60
59685;65;"entl";65;78
59685;65;"fatl";56;53
59685;65;"biol";63;68
59685;65;"maat";55;60
59685;65;"nat";61;64
59685;65;"wisB";62;69
59685;65;"schk";62;78
59685;65;"grkc";70;0
59685;65;"RT3F";NA;0
107435;66;"ak";62;81
107435;66;"in";64;61
107435;66;"anw";57;58
107435;66;"lo";NA;0
107435;66;"netl";71;56
107435;66;"entl";65;49
107435;66;"dutl";67;60
107435;66;"maat";86;0
107435;66;"ckv";NA;0
107435;66;"ges";70;0
107435;66;"econ";50;51
107435;66;"wisB";80;0
107435;66;"RT3F";NA;0
89652;73;"m&o";70;71
89652;73;"anw";74;74
89652;73;"lo";NA;0
89652;73;"netl";80;76
89652;73;"entl";65;56
89652;73;"dutl";76;0
89652;73;"maat";82;78
89652;73;"ckv";NA;0
89652;73;"ges";66;60
89652;73;"econ";70;0
89652;73;"wisA";75;82
89652;73;"maw";79;77
89652;73;"bsm";80;0
89652;73;"RT3F";NA;0
94082;63;"ak";77;65
94082;63;"te";61;69
94082;63;"lo";NA;0
94082;63;"netl";54;66
94082;63;"entl";57;38
94082;63;"dutl";69;54
94082;63;"maat";60;0
94082;63;"ckv";NA;0
94082;63;"ges";70;0
94082;63;"bsm";74;56
63830;71;"anw";73;72
63830;71;"lo";NA;0
63830;71;"netl";74;73
63830;71;"entl";71;72
63830;71;"dutl";75;55
63830;71;"biol";70;0
63830;71;"maat";71;64
63830;71;"ckv";NA;0
63830;71;"econ";78;62
63830;71;"nat";80;0
63830;71;"wisA";76;66
63830;71;"schk";73;72
63830;71;"RT3F";NA;0
155082;67;"m&o";62;71
155082;67;"lo";NA;0
155082;67;"netl";67;68
155082;67;"entl";66;80
155082;67;"fatl";71;66
155082;67;"maat";70;66
155082;67;"ckv";NA;0
155082;67;"ges";73;0
155082;67;"econ";72;52
155082;67;"wisA";63;54
155082;67;"RT3F";NA;0
121655;61;"ak";66;57
121655;61;"anw";52;58
121655;61;"lo";NA;0
121655;61;"netl";67;53
121655;61;"entl";59;56
121655;61;"fatl";73;48
121655;61;"dutl";73;65
121655;61;"maat";68;59
121655;61;"ckv";NA;0
121655;61;"ges";70;0
121655;61;"econ";67;56
121655;61;"wisA";60;0
121655;61;"RT3F";NA;0
164669;71;"ak";75;75
164669;71;"anw";77;83
164669;71;"fi";71;63
164669;71;"lo";NA;0
164669;71;"netl";74;0
164669;71;"entl";81;63
164669;71;"fatl";70;52
164669;71;"biol";65;67
164669;71;"maat";67;70
164669;71;"ckv";NA;0
164669;71;"wisA";78;70
164669;71;"schk";73;0
164669;71;"RT3F";NA;0
72070;70;"lo";NA;0
72070;70;"netl";59;71
72070;70;"entl";60;0
72070;70;"biol";77;77
72070;70;"maat";70;0
72070;70;"ckv";NA;0
72070;70;"nat";75;68
72070;70;"wisB";68;84
72070;70;"schk";65;76
72070;70;"nlt";62;65
72070;70;"RT3F";NA;0
10217;65;"m&o";82;69
10217;65;"lo";NA;0
10217;65;"netl";76;58
10217;65;"entl";59;66
10217;65;"maat";55;61
10217;65;"ckv";NA;0
10217;65;"ges";69;0
10217;65;"econ";61;60
10217;65;"wisA";57;50
10217;65;"kudr";62;51
10217;65;"RT3F";NA;0
7705;69;"anw";74;72
7705;69;"lo";NA;0
7705;69;"netl";66;0
7705;69;"entl";65;56
7705;69;"dutl";70;78
7705;69;"biol";66;60
7705;69;"maat";73;75
7705;69;"ckv";NA;0
7705;69;"econ";65;69
7705;69;"nat";76;86
7705;69;"wisA";80;64
7705;69;"schk";67;82
7705;69;"hndv";72;0
7705;69;"RT3F";NA;0
139151;66;"te";68;63
139151;66;"anw";68;56
139151;66;"lo";NA;0
139151;66;"netl";71;69
139151;66;"entl";65;62
139151;66;"dutl";56;49
139151;66;"s-e";70;0
139151;66;"maat";70;0
139151;66;"ckv";NA;0
139151;66;"ges";68;44
139151;66;"econ";56;63
139151;66;"wisA";80;0
139151;66;"RT3F";NA;0
50831;73;"ak";74;67
50831;73;"lo";NA;0
50831;73;"netl";85;0
50831;73;"entl";75;81
50831;73;"dutl";69;67
50831;73;"maat";76;65
50831;73;"ckv";NA;0
50831;73;"ges";79;60
50831;73;"econ";72;73
50831;73;"wisA";74;72
50831;73;"RT3F";NA;0
78623;68;"ak";62;57
78623;68;"mu";59;59
78623;68;"lo";NA;0
78623;68;"netl";80;0
78623;68;"entl";75;77
78623;68;"dutl";67;57
78623;68;"maat";71;64
78623;68;"ckv";NA;0
78623;68;"ges";62;68
78623;68;"wisA";73;66
78623;68;"RT3F";NA;0
127058;63;"anw";59;64
127058;63;"lo";NA;0
127058;63;"netl";56;46
127058;63;"entl";66;63
127058;63;"biol";70;0
127058;63;"maat";70;0
127058;63;"ges";70;70
127058;63;"nat";65;83
127058;63;"wisB";59;60
127058;63;"schk";66;59
127058;63;"lakc";53;67
127058;63;"RT3F";NA;0
52627;71;"ak";82;90
52627;71;"anw";68;76
52627;71;"lo";NA;0
52627;71;"biol";64;61
52627;71;"maat";70;72
52627;71;"ges";80;0
52627;71;"nat";83;79
52627;71;"wisB";60;0
52627;71;"schk";63;67
52627;71;"nlt";70;56
52627;71;"lit";68;63
52627;71;"nezl";70;0
52627;71;"enzl";64;72
52627;71;"duzl";74;82
52627;71;"ltc";70;0
52627;71;"RT3F";NA;0
126488;70;"anw";66;68
126488;70;"lo";NA;0
126488;70;"netl";70;0
126488;70;"entl";67;74
126488;70;"fatl";70;0
126488;70;"biol";70;0
126488;70;"maat";54;64
126488;70;"ckv";NA;0
126488;70;"econ";63;71
126488;70;"wisA";67;63
126488;70;"schk";76;75
126488;70;"nlt";68;67
126488;70;"RT3F";NA;0
77205;69;"ak";65;67
